Title,URL,Location
F&B Server @ Hotel Indigo Dubai Downtown,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123591/apply/email,"United Arab Emirates, Dubai"
Assistant Rooms Division Manager / ANAインターコンチネンタル別府リゾート＆スパ,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123580/apply/email,"Japan, Oita, Beppu"
Operator PBX- 2nd Shift,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/120924/apply/email,"United States, Ohio, Cleveland"
Houseperson Suites Hotel,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115974/apply/email,"United States, Ohio, Cleveland"
Houseperson,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/100067/apply/email,"United States, Ohio, Cleveland"
Turndown Service Intercontinental,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/R206817/apply/email,"United States, Ohio, Cleveland"
French Pastry Chef,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123574/apply/email,"Qatar, Doha"
Bartender Part Time Intercontinental Suites Hotel,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/118209/apply/email,"United States, Ohio, Cleveland"
Attendant Public Area ICON,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/114075/apply/email,"United States, Ohio, Cleveland"
Housekeeping - Guest Service Associate,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123571/apply/email,"India, Bengaluru"
Lifeguard l Pool Attendant,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121399/apply/email,"Oman, Nizwa"
Associate Director of Sales,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/120432/apply/email,"India, Hyderabad"
Director of Human Resources 人力资源总监,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123346/apply/email,"China, Beijing, Chengdu"
Guest Service Manager 宾客服务经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123353/apply/email,"China, Beijing, Chengdu"
Digital Marketing Manager 数字营销经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123351/apply/email,"China, Beijing, Chengdu"
Senior Sales Manager高级销售经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123349/apply/email,"China, Beijing, Chengdu"
Western Restaurant Manager西餐厅经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123350/apply/email,"China, Beijing, Chengdu"
Training Manager 培训经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123348/apply/email,"China, Beijing, Chengdu"
Western Kitchen Sous Chef西厨房副厨师长,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123354/apply/email,"China, Beijing, Chengdu"
行政副总厨 Executive Sous Chef,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123352/apply/email,"China, Beijing, Chengdu"
Recreation Manager康乐经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123347/apply/email,"China, Beijing, Chengdu"
Director of Revenue,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123430/apply/email,"United Kingdom, London"
Chief Engineering,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123569/apply/email,"China, Beijing, Shanghai"
总经理 - 武汉开发区保和皇冠假日酒店 General Manager - Crowne Plaza Wuhan Development Zone,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123567/apply/email,"China, Beijing, Wuhan"
总经理 - 杭州洲际酒店 General Manager - InterContinental Hangzhou,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123568/apply/email,"China, Zhejiang, Hangzhou"
市场销售总监-常州富都洲际酒店 Director of Sales & Marketing - InterContinental Changzhou,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123480/apply/email,"China, Shanghai, Shanghai"
Houseperson - Crowne Plaza Resort Guam,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123562/apply/email,"Guam, Tamuning"
Assistant Banquet Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123564/apply/email,"Saudi Arabia, Al Khobar"
Reservations Agent - voco® Riyadh,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/118732/apply/email,"Saudi Arabia, Riyadh"
Reservation Supervisor - voco® Riyadh,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/117172/apply/email,"Saudi Arabia, Riyadh"
Specialty Chef - Latin American Cuisine,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123558/apply/email,"Qatar, Doha"
总经理 - 昆山经开皇冠假日酒店 & 昆山经开假日酒店 General Manager - Crowne Plaza Kunshan Development Zone & Holiday Inn  Kunshan Development Zone,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123505/apply/email,"China, Shanghai, Shanghai"
总经理 - 深圳宝安京基华邑酒店 General Manager - HUALUXE Shenzhen Bao'an,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123509/apply/email,"China, Shanghai, Shanghai"
Demi Chef de Partie - Latin American Cuisine,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123560/apply/email,"Qatar, Doha"
Hygiene Officer - voco™ Riyadh,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123555/apply/email,"Saudi Arabia, Riyadh"
ゲストエクスペリエンスチーム｜チームリーダー職 - ホテルインディゴ東京渋谷,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123550/apply/email,"Japan, Tokyo, Shibuya-ku"
西厨房领班/厨师ADD Demi Chef/Commis,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123553/apply/email,"China, Shanghai, Shanghai"
财务文员Accounts Clerk,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123552/apply/email,"China, Shanghai, Shanghai"
Concierge Agent,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123557/apply/email,"Qatar, Doha"
Guest Relation Executive,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123556/apply/email,"India, New Delhi"
Director Marketing Communications - Kimpton Shinjuku Tokyo,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121995/apply/email,"Japan, Tokyo, Shinjuku City"
Food & Beverage Attendant | Part Time,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/100209/apply/email,"Australia, South Australia, Adelaide"
成本文员,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/108694/apply/email,"China, Shanghai, Shanghai"
销售经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/106943/apply/email,"China, Shanghai, Shanghai"
Assistant Human Resources Manager (Full-Time Fixed Term) | Crowne Plaza Sydney Coogee Beach & Holiday Inn Sydney Potts Point,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121377/apply/email,"Australia, New South Wales, Coogee"
宿泊予約マネージャー / ANAクラウンプラザホテル富山,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/120551/apply/email,"Japan, Toyama, Toyama-shi"
セールス＆マーケティング部長 / ANAクラウンプラザホテル富山,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121651/apply/email,"Japan, Toyama, Toyama-shi"
フルタイム飲食アテンダント | Full Time Food and Beverage Attendant - Hotel Indigo Tokyo Shibuya,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/112243/apply/email,"Japan, Tokyo, Shibuya-ku"
中餐厅副经理CFL Asst. Restaurant Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123548/apply/email,"China, Shanghai, Shanghai"
Demi Chef | Part Time | Crowne Plaza Melbourne,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123543/apply/email,"Australia, Victoria, Melbourne"
Food & Beverage Attendant (Part-Time/Full-Time) - Holiday Inn & Suites Geelong,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/116069/apply/email,"Australia, Victoria, Geelong"
Restaurant Manager - voco Orchard Singapore,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123540/apply/email,"Singapore, Singapore"
"Senior Analyst, Technical Support",https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123332/apply/email,"United States, Georgia, Atlanta"
Superviseur Equipe Maintenance F/H - Carlton Cannes,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123144/apply/email,"France, Cannes"
Agent Front Desk (190217),https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123535/apply/email,"United States, Tennessee, Nashville"
Front Desk Agent,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123531/apply/email,"United States, Illinois, Chicago"
Room Attendant (Full Time) - InterContinental Houston,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/122435/apply/email,"United States, Texas, Houston"
Food & Beverage Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123520/apply/email,"Qatar, Doha"
Commis 1 - Anise - InterContinental® Hotel Dubai Festival City,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/120513/apply/email,"United Arab Emirates, Dubai"
Demi Chef de Partie (Chocolatier) - Commissary (Pastry) - InterContinental® Hotel Dubai Festival City,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/120732/apply/email,"United Arab Emirates, Dubai"
财务总监-长沙大王山假日酒店 Director of Finance & Business Support-Holiday Inn Holiday Inn Changsha Dawangshan,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123513/apply/email,"China, Beijing, Changsha"
Club Lounge Receptionist,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123437/apply/email,"Saudi Arabia, Riyadh"
总经理 - 泸沽湖英迪格酒店 General Manager - Hotel Indigo Lugu Lake,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123511/apply/email,"China, Yunnan, Lijiang"
F&B Management Trainee (w/m/d),https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123510/apply/email,"Germany, Berlin"
总经理 - 昆明华邑酒店 General Manager - HUALUXE Kunming,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123512/apply/email,"China, Beijing, Kunming"
Recreation Supervisor at InterContinental Fujairah Resort,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123504/apply/email,"United Arab Emirates, Fujairah"
Food & Beverage Assistant Sales Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123503/apply/email,"Qatar, Doha"
管事部副经理Asst. Chief Steward,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123501/apply/email,"China, Shanghai, Shanghai"
酒吧经理Bar Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123500/apply/email,"China, Shanghai, Shanghai"
中厨厨师,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123493/apply/email,"China, Shaanxi, Xi'an"
大堂吧经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123497/apply/email,"China, Shaanxi, Xi'an"
洗衣房经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123494/apply/email,"China, Shaanxi, Xi'an"
Senior Sales Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123495/apply/email,"Qatar, Doha"
预订主管Reservation Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123496/apply/email,"China, Shanghai, Shanghai"
前台/行政楼层/总机主管FD/Club/GSC Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123498/apply/email,"China, Shanghai, Shanghai"
前台主管,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123492/apply/email,"China, Shaanxi, Xi'an"
销售经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110562/apply/email,"China, Shaanxi, Xi'an"
前台主管,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110166/apply/email,"China, Hubei, Wuhan"
宾客服务大使,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110168/apply/email,"China, Hubei, Wuhan"
前台接待,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110165/apply/email,"China, Hubei, Wuhan"
市场传媒总监Director of Marketing & Communication,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123487/apply/email,"China, Shanghai, Shanghai"
Assistant Night Manager | Full Time | Crowne Plaza Melbourne,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123482/apply/email,"Australia, Victoria, Melbourne"
礼宾主管,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123491/apply/email,"China, Shaanxi, Xi'an"
西厨厨师 Western Kitchen Commis,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123485/apply/email,"China, Beijing, Beijing"
财务总监-重庆仙桃数据谷假日酒店 Director of Finance & Business Support-Holiday Inn Chongqing Data Valley,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123486/apply/email,"China, Chongqing, Chongqing"
销售经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123488/apply/email,"China, Beijing, Chengdu"
宾客服务经理Guest Service Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123484/apply/email,"China, Shanghai, Shanghai"
皇冠会务经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123489/apply/email,"China, Shaanxi, Xi'an"
财务总监-深圳好日子皇冠假日酒店 Director of Finance & Business Support-Crowne Plaza Shenzhen Futian,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123483/apply/email,"China, Beijing, Shenzhen"
"Global Luxury & Lifestyle Sales Account Director, Greater China",https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/114666/apply/email,"China, Shanghai, Shanghai"
总经理 - 郑州金水智选假日酒店,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123477/apply/email,"China, Shanghai, Shanghai"
Senior Procurement Manager of “Cost to Build”,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123476/apply/email,"China, Shanghai, Shanghai"
总经理 - 青岛紫丁香智选假日酒店,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123475/apply/email,"China, Shandong, Qingdao"
"总经理 - 洲至奢选杭州华夏之心酒店 General Manager - Hangzhou Huaxia Center Hotel, Vignette Collection",https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123473/apply/email,"China, Yuhang, Hangzhou"
总经理 - 福州世茂洲际酒店 General Manager - InterContinental Fuzhou,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123472/apply/email,"China, Fujian, Fuzhou"
中餐厅经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123471/apply/email,"China, Beijing, Chengdu"
Business Development Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123468/apply/email,"New Zealand, Wellington"
Franchise Hotel - Room Attendant,https://franchisejobs.ihg.com/apply/ea7e56d2-77a9-40b9-bf7e-14aade5fc482,"Canada, Hinton"
Conference & Events Coordinator (Full Time / Part Time),https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123207/apply/email,"Australia, New South Wales, Mascot"
F&B - Bartenders & Attendants,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123467/apply/email,"Australia, New South Wales, Sydney"
Water Treatment Operator,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123465/apply/email,"Australia, Queensland, Hayman Island"
Food & Beverage Manager (Full-Time) l InterContinental Miami Downtown,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121182/apply/email,"United States, Florida, Miami"
Barback,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121055/apply/email,"United States, Georgia, Atlanta"
Instant Service Agent - InterContinental Los Angeles Downtown,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123460/apply/email,"United States, California, Los Angeles"
Spa Therapist,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123454/apply/email,"Switzerland, Crans-Montana"
Guest Service Attendant (GSA),https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123452/apply/email,"Switzerland, Crans-Montana"
Spa Attendant,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123456/apply/email,"Switzerland, Crans-Montana"
Marketing and Communications Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123449/apply/email,"Turkey, Istanbul"
Cluster Director of Finance,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123445/apply/email,"Netherlands, Amsterdam"
Dishwasher/Steward (Full Time) - InterContinental Houston,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123444/apply/email,"United States, Texas, Houston"
Chef de Partie Table 45,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/122297/apply/email,"United States, Ohio, Cleveland"
Hostess Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123441/apply/email,"Italy, Rome"
HVAC Technician,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123420/apply/email,"Qatar, Doha<br />Qatar, Doha"
Plumber,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123424/apply/email,"Qatar, Doha<br />Qatar, Doha"
Head Chef (All Day Dining),https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123426/apply/email,"Qatar, Doha<br />Qatar, Doha"
Painter,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123421/apply/email,"Qatar, Doha<br />Qatar, Doha"
Shift Technician,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123423/apply/email,"Qatar, Doha<br />Qatar, Doha"
F&B Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123440/apply/email,"Italy, Rome"
Night Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123435/apply/email,"Switzerland, Crans-Montana"
Bellboy supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123433/apply/email,"Switzerland, Crans-Montana"
Experience Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123436/apply/email,"Switzerland, Crans-Montana"
餐饮宾客服务员,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110713/apply/email,"China, Shaanxi, Xi'an"
SALES ADMINISTRATOR - CROWNE PLAZA WEST CAIRO - ARKAN,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/101400/apply/email,"Egypt, Cairo"
Order Taker (Arabic Speaker) - InterContinental Bahrain,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123425/apply/email,"Bahrain, Manama"
Catering Sales Manager - voco Orchard Singapore,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/118596/apply/email,"Singapore, Singapore"
Housekeeping Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/112870/apply/email,"Philippines, Pasig City"
MARKETING EXECUTIVE - CROWNE PLAZA WEST CAIRO - ARKAN,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/101399/apply/email,"Egypt, Cairo"
Commis - InterContinental Bahrain,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123416/apply/email,"Bahrain, Manama"
机管工,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123418/apply/email,"China, Beijing, Shenzhen"
Porter,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/121705/apply/email,"Qatar, Doha<br />Qatar, Doha"
Engineering Technician,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123415/apply/email,"Qatar, Doha"
Security Supervisor - voco Orchard Singapore,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/118866/apply/email,"Singapore, Singapore"
Chief Concierge 礼宾部经理,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/119629/apply/email,"China, Shanghai, Shanghai"
会务统筹总监,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/114895/apply/email,"China, Jiangxi, Nanchang"
宾客关系主任 Guest Relation Officer,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/113207/apply/email,"China, Shanghai, Shanghai"
大堂吧领班/主管 Host/Hostess/Supervisor - LL,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110914/apply/email,"China, Shanghai, Shanghai"
客房部主管Housekeeping Supervisor,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110915/apply/email,"China, Shanghai, Shanghai"
资深销售经理/销售经理Sr. / Sales Manager,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/110900/apply/email,"China, Shanghai, Shanghai"
宾客关系主任 Guest Relation Officer,https://fa-evax-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/123414/apply/email,"China, Yunnan, Lijiang"
